damage_class,road_type,relative_bbox_area,cluster_count,priority
Pothole,major_district_road,0.298,3,HIGH
Alligator,rural_road,0.344,4,LOW
Longitudinal,city_road,0.207,3,LOW
Pothole,state_highway,0.048,2,HIGH
Alligator,city_road,0.062,2,LOW
Pothole,rural_road,0.161,3,LOW
Alligator,major_district_road,0.213,1,MEDIUM
Longitudinal,state_highway,0.2113680761215584,2,LOW
Transverse,major_district_road,0.091,3,LOW
Pothole,rural_road,0.052,1,LOW
Pothole,city_road,0.11,1,MEDIUM
Longitudinal,state_highway,0.061,5,LOW
Longitudinal,city_road,0.117,4,LOW
Pothole,city_road,0.203,4,MEDIUM
Pothole,rural_road,0.193,2,LOW
Longitudinal,city_road,0.23,1,LOW
Alligator,city_road,0.16,3,MEDIUM
Transverse,city_road,0.09509018166130385,2,LOW
Alligator,major_district_road,0.112,4,MEDIUM
Transverse,city_road,0.123,2,LOW
Longitudinal,city_road,0.113,3,LOW
Transverse,city_road,0.03198277771792479,2,LOW
Alligator,major_district_road,0.030858365810336054,2,MEDIUM
Alligator,state_highway,0.01,2,MEDIUM
Longitudinal,city_road,0.055,3,LOW
Transverse,rural_road,0.12149168332937761,4,LOW
Pothole,city_road,0.125,3,MEDIUM
Longitudinal,city_road,0.176,1,LOW
Pothole,city_road,0.28,4,MEDIUM
Longitudinal,national_highway,0.135,2,LOW
Transverse,city_road,0.19,2,LOW
Alligator,major_district_road,0.206,1,LOW
Alligator,major_district_road,0.078,4,MEDIUM
Transverse,major_district_road,0.187,2,LOW
Alligator,rural_road,0.048,2,LOW
Longitudinal,national_highway,0.021,4,LOW
Transverse,major_district_road,0.214,3,LOW
Pothole,city_road,0.193216696221245,3,MEDIUM
Alligator,city_road,0.050782260047670925,6,MEDIUM
Transverse,city_road,0.10820326865557797,1,LOW
Alligator,major_district_road,0.056,3,MEDIUM
Longitudinal,state_highway,0.101,1,LOW
Pothole,city_road,0.09396157378705706,2,MEDIUM
Pothole,city_road,0.104,3,MEDIUM
Alligator,city_road,0.12070584841266008,1,LOW
Alligator,major_district_road,0.124,1,MEDIUM
Transverse,city_road,0.149,1,LOW
Transverse,city_road,0.369,3,LOW
Alligator,city_road,0.492,2,MEDIUM
Transverse,rural_road,0.07,2,LOW
Alligator,city_road,0.196,1,LOW
Pothole,rural_road,0.435,3,LOW
Alligator,city_road,0.493,3,MEDIUM
Transverse,rural_road,0.13,3,LOW
Pothole,state_highway,0.291,1,HIGH
Alligator,major_district_road,0.356,3,HIGH
Alligator,major_district_road,0.133,2,MEDIUM
Pothole,city_road,0.16,3,MEDIUM
Pothole,major_district_road,0.273,1,MEDIUM
Pothole,city_road,0.032,5,MEDIUM
Alligator,state_highway,0.105,4,HIGH
Longitudinal,state_highway,0.074,3,LOW
Longitudinal,city_road,0.236,2,LOW
Transverse,national_highway,0.367,2,MEDIUM
Alligator,major_district_road,0.021812612639547525,2,MEDIUM
Alligator,major_district_road,0.05509388935042688,1,MEDIUM
Pothole,city_road,0.202,3,MEDIUM
Longitudinal,major_district_road,0.325,3,LOW
Pothole,city_road,0.0476074251873364,3,MEDIUM
Alligator,city_road,0.056,2,LOW
Alligator,city_road,0.13,4,MEDIUM
Transverse,state_highway,0.061,1,HIGH
Longitudinal,national_highway,0.085,4,MEDIUM
Alligator,state_highway,0.152,5,HIGH
Pothole,major_district_road,0.097,4,MEDIUM
Pothole,city_road,0.085,2,MEDIUM
Alligator,city_road,0.162,3,MEDIUM
Pothole,city_road,0.039,1,LOW
Pothole,city_road,0.072,4,MEDIUM
Alligator,major_district_road,0.27,3,MEDIUM
Transverse,city_road,0.041,7,LOW
Pothole,major_district_road,0.0190254174088564,6,MEDIUM
Longitudinal,national_highway,0.166,4,MEDIUM
Longitudinal,major_district_road,0.045,4,LOW
Alligator,major_district_road,0.143,2,MEDIUM
Longitudinal,city_road,0.068,4,LOW
Longitudinal,national_highway,0.037,4,LOW
Longitudinal,city_road,0.039,3,LOW
Alligator,state_highway,0.236,1,MEDIUM
Alligator,state_highway,0.118,4,HIGH
Alligator,national_highway,0.093,1,HIGH
Longitudinal,rural_road,0.076,1,LOW
Longitudinal,city_road,0.09925967738024319,2,LOW
Pothole,major_district_road,0.116,2,MEDIUM
Transverse,city_road,0.04688044974139484,1,LOW
Pothole,national_highway,0.245,2,HIGH
Pothole,city_road,0.064,3,MEDIUM
Pothole,city_road,0.041,2,MEDIUM
Alligator,city_road,0.141,1,LOW
Transverse,city_road,0.292,3,LOW
Pothole,city_road,0.06,2,MEDIUM
Alligator,national_highway,0.046,1,MEDIUM
Alligator,major_district_road,0.191,3,MEDIUM
Transverse,city_road,0.06682155494070097,4,LOW
Pothole,city_road,0.071,7,MEDIUM
Alligator,rural_road,0.051,1,LOW
Transverse,major_district_road,0.092,3,LOW
Transverse,city_road,0.19,2,LOW
Pothole,major_district_road,0.09681400128759991,3,MEDIUM
Pothole,major_district_road,0.234,3,MEDIUM
Pothole,major_district_road,0.09432281271776877,1,MEDIUM
Alligator,city_road,0.194,2,MEDIUM
Pothole,rural_road,0.121,1,LOW
Pothole,major_district_road,0.24,2,MEDIUM
Transverse,state_highway,0.334,1,MEDIUM
Pothole,city_road,0.339,5,MEDIUM
Pothole,city_road,0.137,1,MEDIUM
Alligator,city_road,0.315,1,LOW
Alligator,city_road,0.06838254598263759,2,LOW
Transverse,city_road,0.143,2,LOW
Alligator,major_district_road,0.057,1,MEDIUM
Longitudinal,rural_road,0.245,1,LOW
Longitudinal,city_road,0.063,2,LOW
Longitudinal,state_highway,0.26,2,LOW
Pothole,major_district_road,0.042,1,MEDIUM
Alligator,city_road,0.013,3,LOW
Alligator,major_district_road,0.41,1,MEDIUM
Pothole,city_road,0.098,2,MEDIUM
Alligator,state_highway,0.01734721958254841,2,MEDIUM
Pothole,major_district_road,0.025577035570374617,1,LOW
Longitudinal,city_road,0.206,3,LOW
Pothole,city_road,0.239,1,MEDIUM
Longitudinal,national_highway,0.077,2,LOW
Transverse,city_road,0.296,6,LOW
Alligator,major_district_road,0.085,2,MEDIUM
Alligator,city_road,0.183,2,LOW
Transverse,national_highway,0.07695172560555485,3,MEDIUM
Longitudinal,state_highway,0.378,3,LOW
Transverse,city_road,0.144,2,LOW
Pothole,city_road,0.062,1,LOW
Pothole,rural_road,0.011536411878506701,3,LOW
Alligator,city_road,0.11366140909773975,1,MEDIUM
Pothole,major_district_road,0.264,3,MEDIUM
Alligator,city_road,0.109,5,MEDIUM
Transverse,city_road,0.021626447415459313,2,LOW
Pothole,city_road,0.014,3,MEDIUM
Pothole,state_highway,0.289,6,HIGH
Pothole,city_road,0.216,2,MEDIUM
Pothole,city_road,0.038422426512623245,3,MEDIUM
Alligator,city_road,0.255,2,LOW
Alligator,national_highway,0.172,1,HIGH
Pothole,city_road,0.0942168686257269,1,MEDIUM
Pothole,national_highway,0.054,1,MEDIUM
Pothole,major_district_road,0.446,2,MEDIUM
Pothole,city_road,0.275,1,MEDIUM
Longitudinal,major_district_road,0.096,6,LOW
Pothole,city_road,0.046,3,MEDIUM
Longitudinal,state_highway,0.246,6,MEDIUM
Pothole,city_road,0.095,2,MEDIUM
Transverse,state_highway,0.117,4,MEDIUM
Longitudinal,major_district_road,0.10200057725953074,1,LOW
Pothole,state_highway,0.088,4,HIGH
Transverse,state_highway,0.071,1,LOW
Pothole,city_road,0.14115325081655933,7,MEDIUM
Pothole,city_road,0.14579361822095244,5,MEDIUM
Pothole,major_district_road,0.231,3,MEDIUM
Alligator,city_road,0.032316851043750414,1,LOW
Transverse,state_highway,0.12293234618556517,1,HIGH
Pothole,major_district_road,0.183,6,HIGH
Pothole,city_road,0.275,1,MEDIUM
Pothole,rural_road,0.409,4,LOW
Longitudinal,major_district_road,0.286,3,LOW
Pothole,major_district_road,0.202,5,HIGH
Alligator,major_district_road,0.151,4,MEDIUM
Alligator,city_road,0.158,1,LOW
Pothole,city_road,0.058,2,MEDIUM
Alligator,state_highway,0.04516766765294125,3,HIGH
Pothole,city_road,0.145,1,MEDIUM
Pothole,state_highway,0.03794485134613193,1,HIGH
Alligator,city_road,0.125,1,LOW
Alligator,rural_road,0.11832662713672353,1,LOW
Pothole,city_road,0.035,1,LOW
Pothole,major_district_road,0.065,3,MEDIUM
Transverse,city_road,0.316,3,LOW
Transverse,major_district_road,0.33,4,LOW
Alligator,city_road,0.1,4,MEDIUM
Alligator,city_road,0.276,3,MEDIUM
Alligator,national_highway,0.07209605447362512,1,HIGH
Pothole,city_road,0.131,4,MEDIUM
Longitudinal,city_road,0.06501358252502701,4,LOW
Longitudinal,national_highway,0.091,2,MEDIUM
Pothole,city_road,0.14,3,MEDIUM
Pothole,city_road,0.13077274902411162,3,MEDIUM
Longitudinal,major_district_road,0.032,1,LOW
Pothole,city_road,0.031279757942075506,4,MEDIUM
Pothole,city_road,0.166,3,MEDIUM
Pothole,city_road,0.163,3,MEDIUM
Pothole,major_district_road,0.259,4,MEDIUM
Longitudinal,rural_road,0.078,2,LOW
Alligator,major_district_road,0.104,1,MEDIUM
Pothole,major_district_road,0.07723465532771324,1,MEDIUM
Longitudinal,major_district_road,0.06906110403830837,1,LOW
Pothole,city_road,0.022,4,MEDIUM
Alligator,city_road,0.213,3,MEDIUM
Pothole,major_district_road,0.151,2,MEDIUM
Longitudinal,city_road,0.063,1,LOW
Transverse,rural_road,0.09,1,LOW
Transverse,city_road,0.03467617171075915,5,LOW
Longitudinal,city_road,0.06434593429475247,7,LOW
Alligator,major_district_road,0.129,1,MEDIUM
Transverse,state_highway,0.177,2,MEDIUM
Pothole,city_road,0.156588290817002,6,MEDIUM
Pothole,city_road,0.282,1,LOW
Longitudinal,city_road,0.028,3,LOW
Alligator,major_district_road,0.237,7,HIGH
Pothole,major_district_road,0.26,3,MEDIUM
Longitudinal,rural_road,0.095,1,LOW
Alligator,city_road,0.16,5,MEDIUM
Transverse,major_district_road,0.123,4,LOW
Alligator,major_district_road,0.211,3,MEDIUM
Longitudinal,national_highway,0.2110930180994992,1,LOW
Alligator,major_district_road,0.033,5,MEDIUM
Longitudinal,rural_road,0.026,1,LOW
Alligator,state_highway,0.08,6,HIGH
Transverse,state_highway,0.12,3,MEDIUM
Pothole,major_district_road,0.197,1,MEDIUM
Pothole,city_road,0.11309209346540414,4,MEDIUM
Alligator,city_road,0.03733259553001739,1,LOW
Alligator,major_district_road,0.01,3,MEDIUM
Alligator,city_road,0.051,4,MEDIUM
Transverse,state_highway,0.064,1,LOW
Pothole,city_road,0.188,4,MEDIUM
Alligator,major_district_road,0.085,8,MEDIUM
Pothole,major_district_road,0.145,1,MEDIUM
Transverse,city_road,0.204,2,LOW
Pothole,city_road,0.178,1,MEDIUM
Pothole,major_district_road,0.12839131420214833,1,MEDIUM
Pothole,city_road,0.26,2,MEDIUM
Transverse,city_road,0.089,4,LOW
Alligator,city_road,0.149,1,LOW
Alligator,major_district_road,0.127,2,MEDIUM
Alligator,city_road,0.049,1,LOW
Pothole,state_highway,0.545,1,HIGH
Transverse,city_road,0.074,3,LOW
Pothole,city_road,0.361,2,MEDIUM
Alligator,city_road,0.213,1,LOW
Alligator,city_road,0.066,2,MEDIUM
Alligator,major_district_road,0.245,2,MEDIUM
Pothole,city_road,0.222,3,MEDIUM
Alligator,national_highway,0.07371776529198704,3,HIGH
Alligator,major_district_road,0.175,2,LOW
Pothole,city_road,0.184,2,MEDIUM
Pothole,rural_road,0.057,7,LOW
Transverse,city_road,0.173,2,LOW
Alligator,city_road,0.07,3,MEDIUM
Transverse,national_highway,0.246,2,MEDIUM
Alligator,city_road,0.23,4,MEDIUM
Pothole,city_road,0.24,1,MEDIUM
Pothole,city_road,0.255,1,MEDIUM
Longitudinal,rural_road,0.01,2,LOW
Longitudinal,major_district_road,0.10851368852481268,1,LOW
Alligator,city_road,0.08550525687869379,3,MEDIUM
Longitudinal,major_district_road,0.12,2,LOW
Alligator,major_district_road,0.067,2,MEDIUM
Pothole,rural_road,0.073,2,LOW
Pothole,city_road,0.191,2,MEDIUM
Pothole,national_highway,0.037,3,HIGH
Alligator,rural_road,0.092,2,LOW
Longitudinal,major_district_road,0.11,1,LOW
Pothole,city_road,0.203,4,MEDIUM
Transverse,national_highway,0.052,2,LOW
Alligator,city_road,0.055,1,LOW
Transverse,major_district_road,0.179,3,LOW
Alligator,state_highway,0.181,4,HIGH
Alligator,city_road,0.111,4,MEDIUM
Alligator,city_road,0.241,1,MEDIUM
Transverse,major_district_road,0.079,6,LOW
Alligator,state_highway,0.169,1,MEDIUM
Longitudinal,major_district_road,0.07042469080390353,2,LOW
Alligator,rural_road,0.6,2,LOW
Longitudinal,rural_road,0.04,4,LOW
Alligator,major_district_road,0.12883688148146244,3,MEDIUM
Pothole,major_district_road,0.136,5,MEDIUM
Longitudinal,rural_road,0.16,5,LOW
Longitudinal,state_highway,0.184,1,LOW
Alligator,major_district_road,0.284,6,MEDIUM
Pothole,major_district_road,0.148,2,MEDIUM
Transverse,state_highway,0.231,1,MEDIUM
Longitudinal,city_road,0.01,2,LOW
Pothole,major_district_road,0.152,1,MEDIUM
Pothole,major_district_road,0.13,3,MEDIUM
Pothole,major_district_road,0.323,3,HIGH
Longitudinal,city_road,0.138,6,LOW
Alligator,city_road,0.11,2,LOW
Transverse,major_district_road,0.384,2,LOW
Transverse,city_road,0.10523414082717203,4,MEDIUM
Alligator,city_road,0.151,4,MEDIUM
Alligator,rural_road,0.043,1,LOW
Alligator,national_highway,0.048,5,HIGH
Alligator,state_highway,0.02,2,MEDIUM
Pothole,city_road,0.081,1,LOW
Alligator,city_road,0.08141839083630441,3,MEDIUM
Transverse,state_highway,0.135,4,MEDIUM
Pothole,national_highway,0.537,3,HIGH
Alligator,major_district_road,0.105,5,MEDIUM
Transverse,rural_road,0.105,6,LOW
Pothole,rural_road,0.133,3,LOW
Longitudinal,major_district_road,0.028,1,LOW
Transverse,rural_road,0.034,3,LOW
Alligator,city_road,0.053,1,LOW
Alligator,city_road,0.1455800106815954,1,LOW
Pothole,city_road,0.295,1,MEDIUM
Pothole,rural_road,0.146,4,LOW
Pothole,national_highway,0.259,2,HIGH
Pothole,city_road,0.048605532029434344,1,LOW
Pothole,city_road,0.292,4,MEDIUM
Pothole,city_road,0.117,1,MEDIUM
Pothole,city_road,0.257,1,MEDIUM
Transverse,city_road,0.048,2,LOW
Longitudinal,rural_road,0.223,3,LOW
Alligator,rural_road,0.1330950058072572,5,LOW
Transverse,major_district_road,0.255,2,LOW
Pothole,city_road,0.052,3,MEDIUM
Alligator,city_road,0.07,3,LOW
Pothole,major_district_road,0.138,3,MEDIUM
Longitudinal,city_road,0.198,2,LOW
Transverse,city_road,0.221,2,MEDIUM
Alligator,city_road,0.314,5,MEDIUM
Transverse,major_district_road,0.123,4,LOW
Pothole,major_district_road,0.07344740367655721,2,LOW
Pothole,major_district_road,0.171,6,MEDIUM
Pothole,city_road,0.081,2,MEDIUM
Alligator,national_highway,0.12,1,HIGH
Transverse,state_highway,0.052,2,MEDIUM
Longitudinal,rural_road,0.106,2,LOW
Transverse,national_highway,0.208,2,MEDIUM
Alligator,city_road,0.04795283372673206,2,LOW
Pothole,city_road,0.045,2,MEDIUM
Transverse,state_highway,0.331,4,MEDIUM
Pothole,national_highway,0.01,2,HIGH
Pothole,city_road,0.08226190215906311,4,MEDIUM
Transverse,city_road,0.18991121218055992,2,LOW
Pothole,city_road,0.098,1,LOW
Pothole,national_highway,0.155,3,HIGH
Longitudinal,city_road,0.136,3,LOW
Pothole,major_district_road,0.13,2,MEDIUM
Alligator,national_highway,0.11049289499048717,2,HIGH
Pothole,major_district_road,0.22136590819133695,3,HIGH
Alligator,rural_road,0.389,2,LOW
Longitudinal,rural_road,0.06008279610940268,4,LOW
Alligator,national_highway,0.12,5,HIGH
Pothole,city_road,0.09833294638310082,4,MEDIUM
Alligator,city_road,0.047,5,MEDIUM
Pothole,city_road,0.044,2,MEDIUM
Pothole,major_district_road,0.336,1,MEDIUM
Pothole,major_district_road,0.105,4,MEDIUM
Alligator,city_road,0.185,1,LOW
Pothole,major_district_road,0.117,1,MEDIUM
Transverse,city_road,0.176,3,LOW
Pothole,state_highway,0.123,2,MEDIUM
Alligator,major_district_road,0.15262648138573692,2,MEDIUM
Longitudinal,major_district_road,0.0701242647462915,1,LOW
Pothole,city_road,0.341,2,MEDIUM
Transverse,major_district_road,0.14,1,LOW
Longitudinal,state_highway,0.072,2,LOW
Alligator,city_road,0.15,1,LOW
Pothole,city_road,0.148,3,MEDIUM
Pothole,city_road,0.228,4,MEDIUM
Pothole,national_highway,0.074,3,HIGH
Alligator,city_road,0.168,2,MEDIUM
Pothole,city_road,0.35,1,MEDIUM
Pothole,major_district_road,0.06419341437809371,3,MEDIUM
Pothole,major_district_road,0.1038976366065017,2,MEDIUM
Pothole,city_road,0.201,1,MEDIUM
Alligator,state_highway,0.10512226096695515,3,HIGH
Pothole,city_road,0.233,3,MEDIUM
Alligator,major_district_road,0.193,1,MEDIUM
Alligator,major_district_road,0.125,1,MEDIUM
Transverse,national_highway,0.04882800188632961,2,MEDIUM
Alligator,city_road,0.157,2,LOW
Pothole,national_highway,0.16321429069870896,3,HIGH
Alligator,city_road,0.05263577095075922,4,MEDIUM
Pothole,city_road,0.049,1,LOW
Alligator,national_highway,0.041,1,MEDIUM
Transverse,city_road,0.151,1,LOW
Transverse,city_road,0.06375706140199693,2,LOW
Transverse,rural_road,0.07,6,LOW
Transverse,city_road,0.1384504964534842,2,LOW
Pothole,city_road,0.263,1,MEDIUM
Pothole,state_highway,0.343,4,HIGH
Alligator,major_district_road,0.03131820051339806,6,MEDIUM
Pothole,major_district_road,0.11,3,MEDIUM
Alligator,city_road,0.097,1,MEDIUM
Alligator,city_road,0.101,2,MEDIUM
Longitudinal,city_road,0.262,2,LOW
Alligator,city_road,0.194,2,LOW
Pothole,major_district_road,0.09624384713353705,5,MEDIUM
Pothole,city_road,0.176,2,MEDIUM
Alligator,city_road,0.057,1,LOW
Pothole,city_road,0.132,2,MEDIUM
Longitudinal,state_highway,0.12427908479208248,2,LOW
Pothole,major_district_road,0.046023744898807915,4,MEDIUM
Pothole,major_district_road,0.239,1,LOW
Longitudinal,rural_road,0.02929557599867002,4,LOW
Alligator,city_road,0.298,3,MEDIUM
Pothole,city_road,0.028093799805216504,1,LOW
Pothole,rural_road,0.368,4,LOW
Pothole,city_road,0.269,3,MEDIUM
Pothole,city_road,0.536,4,MEDIUM
Longitudinal,state_highway,0.097,3,LOW
Pothole,major_district_road,0.154,3,MEDIUM
Alligator,major_district_road,0.177,2,MEDIUM
Pothole,city_road,0.107,3,MEDIUM
Longitudinal,rural_road,0.292,2,LOW
Alligator,major_district_road,0.227,2,MEDIUM
Transverse,city_road,0.043,1,LOW
Transverse,city_road,0.139,2,LOW
Transverse,national_highway,0.2,1,MEDIUM
Alligator,major_district_road,0.171,2,MEDIUM
Pothole,rural_road,0.13,5,LOW
Transverse,major_district_road,0.131,1,LOW
Pothole,national_highway,0.168,3,HIGH
Alligator,city_road,0.12,6,MEDIUM
Alligator,major_district_road,0.094,2,MEDIUM
Transverse,state_highway,0.418,10,HIGH
Pothole,city_road,0.051,1,LOW
Pothole,city_road,0.282,1,MEDIUM
Pothole,major_district_road,0.153,1,MEDIUM
Transverse,city_road,0.13436760342447446,6,LOW
Alligator,city_road,0.035,5,MEDIUM
Longitudinal,national_highway,0.03638664968550576,1,LOW
Transverse,state_highway,0.349,7,MEDIUM
Pothole,city_road,0.276,2,MEDIUM
Pothole,national_highway,0.158,3,HIGH
Transverse,city_road,0.336,1,LOW
Alligator,rural_road,0.0710753285876852,4,LOW
Longitudinal,city_road,0.181,1,LOW
Alligator,major_district_road,0.2103242762881834,1,LOW
Transverse,city_road,0.057,3,LOW
Pothole,rural_road,0.094,4,LOW
Longitudinal,major_district_road,0.183,1,LOW
Pothole,rural_road,0.104,2,LOW
Alligator,major_district_road,0.17,3,MEDIUM
Alligator,major_district_road,0.229,1,MEDIUM
Pothole,city_road,0.178,2,MEDIUM
Pothole,national_highway,0.083,2,HIGH
Longitudinal,city_road,0.069,1,LOW
Pothole,national_highway,0.078,4,HIGH
Transverse,city_road,0.045269308720199984,2,LOW
Pothole,city_road,0.042441441639492844,4,MEDIUM
Longitudinal,city_road,0.0905852076090442,1,LOW
Pothole,state_highway,0.139,4,HIGH
Transverse,major_district_road,0.194,1,LOW
Transverse,national_highway,0.076,1,MEDIUM
Transverse,major_district_road,0.197,2,LOW
Alligator,major_district_road,0.08454200558852096,1,LOW
Pothole,major_district_road,0.353,2,MEDIUM
Alligator,city_road,0.109,1,LOW
Pothole,rural_road,0.076,3,LOW
Longitudinal,major_district_road,0.315,2,LOW
Alligator,national_highway,0.203,2,HIGH
Alligator,city_road,0.03536429132205687,3,LOW
Alligator,major_district_road,0.377,1,LOW
Pothole,city_road,0.081,1,LOW
Alligator,city_road,0.086,3,LOW
Pothole,major_district_road,0.472,1,MEDIUM
Alligator,major_district_road,0.189,2,MEDIUM
Transverse,city_road,0.105,3,LOW
Alligator,city_road,0.154,4,MEDIUM
Longitudinal,major_district_road,0.051,5,LOW
Pothole,national_highway,0.161,4,HIGH
Pothole,major_district_road,0.021,1,MEDIUM
Longitudinal,city_road,0.08334735165895757,2,LOW
Alligator,major_district_road,0.112,2,LOW
Longitudinal,major_district_road,0.2114053061156809,1,LOW
Pothole,city_road,0.118,3,MEDIUM
Transverse,city_road,0.285,2,LOW
Pothole,city_road,0.172,3,MEDIUM
Transverse,city_road,0.201,3,LOW
Alligator,state_highway,0.03366800319485282,2,MEDIUM
Longitudinal,national_highway,0.129,2,LOW
Alligator,city_road,0.051,1,LOW
Alligator,major_district_road,0.069,1,LOW
Pothole,city_road,0.404,3,MEDIUM
Pothole,major_district_road,0.356,1,MEDIUM
Pothole,rural_road,0.089,2,LOW
Pothole,city_road,0.252,5,MEDIUM
Pothole,state_highway,0.432,1,HIGH
Pothole,major_district_road,0.209,4,HIGH
Pothole,major_district_road,0.181,8,HIGH
Alligator,major_district_road,0.033,2,LOW
Pothole,state_highway,0.195,1,MEDIUM
Pothole,city_road,0.031004355170226153,1,LOW
Transverse,major_district_road,0.136,2,LOW
Pothole,major_district_road,0.0460103329003572,2,MEDIUM
Transverse,city_road,0.424,3,MEDIUM
Longitudinal,national_highway,0.157,2,LOW
Longitudinal,major_district_road,0.256,4,LOW
Pothole,city_road,0.107,2,MEDIUM
Alligator,city_road,0.011,4,LOW
Alligator,city_road,0.171,2,LOW
Pothole,city_road,0.023992549919799103,3,MEDIUM
Transverse,rural_road,0.22,1,LOW
Alligator,city_road,0.187,1,LOW
Longitudinal,state_highway,0.27,2,LOW
Alligator,city_road,0.156,1,LOW
Alligator,rural_road,0.118,2,LOW
Transverse,city_road,0.101,4,LOW
Transverse,city_road,0.066,1,LOW
Alligator,city_road,0.255,3,MEDIUM
Pothole,major_district_road,0.064,1,LOW
Alligator,state_highway,0.097,1,MEDIUM
Transverse,major_district_road,0.08,2,LOW
Pothole,city_road,0.332,1,MEDIUM
Pothole,city_road,0.082,1,LOW
Pothole,city_road,0.07436799147560293,5,MEDIUM
